id_str,created_at,user.id,text
574063944404365313,Sat Mar 07 04:28:04 +0000 2015,2849708643,"Women's Basketball: Visit this Pac-12 event page for Colorado vs. Oregon State, Women's Basketball, 03/07/2015... http://t.co/4yv5svNF2f"
574064115057999873,Sat Mar 07 04:28:45 +0000 2015,128234153,RT @buffzone: CU women's basketball: Lappe's Buffs upset top-seeded Oregon State http://t.co/9vobWFd3s7
574064087266521089,Sat Mar 07 04:28:38 +0000 2015,1455152108,Media notes: The entire ... #ClayMatvickDaveFlemming #FoxCollegeSports #FoxSports #FoxSportsOklahoma #Games http://t.co/ywSF5GEPIB
574064115057999873,Sat Mar 07 04:28:45 +0000 2015,128234153,RT @buffzone: CU women's basketball: Lappe's Buffs upset top-seeded Oregon State http://t.co/9vobWFd3s7
574064260269088768,Sat Mar 07 04:29:19 +0000 2015,1222939760,Third win over Nebraska has Iowa women in Big Ten Tournament semifinals http://t.co/Q4jenPLwvt via @presscitizen
574064477018005505,Sat Mar 07 04:30:11 +0000 2015,461716040,RT @Pac12Networks: Down go the top-seeded Beavers! The Buffs move on to the semifinals! http://t.co/9MryU5zZ15 http://t.co/1gBiYcHGuM
574064623936110592,Sat Mar 07 04:30:46 +0000 2015,619689063,RT @Pac12Networks: Down go the top-seeded Beavers! The Buffs move on to the semifinals! http://t.co/9MryU5zZ15 http://t.co/1gBiYcHGuM
574065114313183232,Sat Mar 07 04:32:43 +0000 2015,50122267,RT @Pac12Networks: Down go the top-seeded Beavers! The Buffs move on to the semifinals! http://t.co/9MryU5zZ15 http://t.co/1gBiYcHGuM
574065182764216321,Sat Mar 07 04:32:59 +0000 2015,2634586843,FGCU women's basketball team advances to Atlantic Sun semifinals http://t.co/lkxYYnLFmL
574065317590138881,Sat Mar 07 04:33:31 +0000 2015,10828932,RT @Pac12Networks: Down go the top-seeded Beavers! The Buffs move on to the semifinals! http://t.co/9MryU5zZ15 http://t.co/1gBiYcHGuM
574065416634499072,Sat Mar 07 04:33:55 +0000 2015,145329747,RT @RalphieReport: .@CUBuffsWBB Traps Beavers 68-65 http://t.co/ARlDNXB04w http://t.co/UxHupxhXq1
574065515368337408,Sat Mar 07 04:34:19 +0000 2015,451074499,RT @Pac12Networks: Down go the top-seeded Beavers! The Buffs move on to the semifinals! http://t.co/9MryU5zZ15 http://t.co/1gBiYcHGuM
574065630271442944,Sat Mar 07 04:34:46 +0000 2015,2911508198,RT @Yvonne0032: Congrats to Pitt State Womens basketball team 💛❤️🏀
574066021880832000,Sat Mar 07 04:36:19 +0000 2015,52858611,"RT""@Pac12Networks: Down go the top-seeded Beavers! The @CUBuffsWBB move on to the semifinals! http://t.co/gCaPdxcFiQ http://t.co/DiVUx9BffH”"
574066269604999168,Sat Mar 07 04:37:18 +0000 2015,2904025509,RT @SInow: The Lady Vols embrace an unfamiliar role in the SEC tournament http://t.co/hx1aGxlNeq http://t.co/0SgsynTwvy
574066408121888768,Sat Mar 07 04:37:51 +0000 2015,378247778,RT @SInow: The Lady Vols embrace an unfamiliar role in the SEC tournament http://t.co/hx1aGxlNeq http://t.co/0SgsynTwvy
574066587369525248,Sat Mar 07 04:38:34 +0000 2015,2166943039,RT @Pac12Networks: Down go the top-seeded Beavers! The Buffs move on to the semifinals! http://t.co/9MryU5zZ15 http://t.co/1gBiYcHGuM
574066716285607936,Sat Mar 07 04:39:05 +0000 2015,235207321,"RT @9NEWSSports: RT""@Pac12Networks: Down go the top-seeded Beavers! The @CUBuffsWBB move on to the semifinals! http://t.co/gCaPdxcFiQ http:…"
574066806626762752,Sat Mar 07 04:39:27 +0000 2015,2717907121,"RT @9NEWSSports: RT""@Pac12Networks: Down go the top-seeded Beavers! The @CUBuffsWBB move on to the semifinals! http://t.co/gCaPdxcFiQ http:…"
574067075708137474,Sat Mar 07 04:40:31 +0000 2015,370191494,"RT @9NEWSSports: RT""@Pac12Networks: Down go the top-seeded Beavers! The @CUBuffsWBB move on to the semifinals! http://t.co/gCaPdxcFiQ http:…"
574067082028957697,Sat Mar 07 04:40:32 +0000 2015,1325216310,RT @Kevin_Lytle: Colorado State women clinch back-to-back MW titles; more coming soon. http://t.co/sl6GmxcqE2 via @coloradoan http://t.co/e…
574067115625480192,Sat Mar 07 04:40:40 +0000 2015,2759577911,"ACU has beat Tech in volleyball, womens basketball, and baseball took them to 16 innings. ACUE4C"
